customer_id,signup_date,acquisition_channel,region,email_opt_in,acquisition_cost
C001255,2023-04-07,paid_social,west,1,28.99
C001256,2024-11-17,paid_social,east,1,45.48
C001257,2024-04-24,paid_social,north,0,30.16
C001258,2024-05-25,organic,north,0,4.3
C001259,2024-03-07,referral,south,1,17.2
C001260,2024-03-08,paid_search,west,1,41.37
C001261,2023-03-30,referral,east,0,21.12
C001262,2024-02-01,referral,west,1,6.38
C001263,2024-03-17,paid_search,south,1,39.3
C001264,2023-09-07,paid_social,south,0,21.55
C001265,2023-11-26,referral,north,1,17.39
C001266,2023-02-19,organic,south,1,7.65
C001267,2023-07-07,paid_social,north,0,39.74
C001268,2024-11-20,referral,north,1,22.6
C001269,2023-03-30,affiliate,east,1,35.99
C001270,2024-02-05,referral,west,1,11.98
C001271,2024-02-22,affiliate,south,0,28.59
C001272,2023-11-18,referral,east,1,15.26
C001273,2023-03-13,paid_social,north,1,39.11
C001274,2024-08-02,affiliate,north,1,21.35
C001275,2025-02-13,organic,north,0,9.27
C001276,2024-03-23,paid_social,north,0,42.04
C001277,2024-09-15,organic,north,0,14.35
C001278,2024-01-25,paid_social,west,1,30.96
C001279,2023-05-14,referral,east,1,21.52
C001280,2023-05-19,paid_search,west,0,39.39
C001281,2024-09-11,paid_search,south,1,43.32
C001282,2024-10-06,referral,west,1,9.8
C001283,2023-11-30,organic,west,1,3.3
C001284,2023-09-13,paid_search,south,0,36.35
C001285,2023-03-27,organic,west,1,6.2
C001286,2024-10-23,referral,east,1,8.86
C001287,2024-04-20,referral,west,1,13.48
C001288,2023-02-10,referral,north,1,17.0
C001289,2023-03-29,referral,west,0,21.27
C001290,2024-06-25,paid_social,north,0,39.43
C001291,2024-05-09,paid_social,east,1,38.17
C001292,2023-12-21,paid_search,west,1,45.84
C001293,2023-05-25,organic,north,1,6.24
C001294,2024-01-14,paid_social,west,1,31.07
C001295,2024-08-25,paid_search,west,1,44.32
C001296,2023-02-09,paid_social,south,1,22.22
C001297,2023-08-18,paid_search,south,1,43.47
C001298,2023-04-30,organic,south,1,2.02
C001299,2023-12-04,referral,east,1,22.72
C001300,2024-06-13,referral,south,1,20.87
C001301,2024-10-26,paid_social,east,0,26.41
C001302,2023-02-01,paid_search,north,1,31.19
C001303,2025-01-23,organic,south,0,2.6
C001304,2024-12-06,referral,west,1,13.58
C001305,2024-09-14,paid_social,west,0,38.61
C001306,2024-12-07,referral,south,1,20.36
C001307,2024-11-22,organic,west,1,16.37
C001308,2025-01-30,referral,south,1,13.71
C001309,2023-02-23,organic,east,1,2.15
C001310,2024-03-26,paid_social,north,0,33.16
C001311,2025-02-09,referral,south,1,9.19
C001312,2024-11-04,organic,north,1,2.0
C001313,2023-02-22,affiliate,south,1,32.29
C001314,2024-01-11,paid_search,east,1,33.07
C001315,2024-12-21,organic,west,1,2.0
C001316,2024-03-13,paid_social,south,0,30.54
C001317,2023-08-29,paid_search,west,1,34.32
C001318,2023-09-20,organic,south,1,2.0
C001319,2023-04-29,paid_social,north,1,39.99
C001320,2024-02-28,referral,north,1,13.02
C001321,2024-07-24,affiliate,east,1,28.54
C001322,2023-05-13,paid_social,west,1,32.6
C001323,2024-04-07,affiliate,east,0,34.62
C001324,2024-01-19,paid_social,north,1,34.11
C001325,2024-06-22,referral,west,1,14.58
C001326,2024-05-03,paid_search,west,1,43.66
C001327,2023-08-24,affiliate,north,1,36.1
C001328,2024-12-30,paid_search,west,1,43.25
C001329,2023-05-17,organic,east,0,10.4
C001330,2024-02-08,organic,south,1,2.27
C001331,2023-04-05,organic,south,1,5.94
C001332,2024-03-03,paid_social,east,0,44.13
C001333,2024-12-02,paid_social,east,0,36.37
C001334,2024-08-10,organic,south,1,24.38
C001335,2024-02-07,paid_social,west,0,37.07
C001336,2023-05-20,referral,west,1,16.77
C001337,2023-09-10,paid_social,west,1,29.32
C001338,2024-11-22,affiliate,west,0,25.97
C001339,2024-10-21,paid_search,south,0,38.38
C001340,2024-02-15,affiliate,east,1,25.14
C001341,2023-02-18,paid_social,north,1,33.53
C001342,2024-07-01,organic,west,0,2.0
C001343,2023-05-03,referral,east,0,19.57
C001344,2023-10-20,organic,north,1,8.36
C001345,2023-09-06,referral,east,1,13.99
C001346,2024-09-27,paid_search,east,0,38.6
C001347,2024-12-25,organic,east,0,16.54
C001348,2024-05-28,referral,north,1,9.47
C001349,2023-07-07,referral,east,1,2.0
C001350,2024-12-17,organic,north,0,8.15
C001351,2023-01-12,affiliate,east,1,30.77
C001352,2023-03-17,organic,north,1,2.0
C001353,2024-05-06,organic,west,1,12.52
C001354,2024-11-04,referral,west,1,16.5
C001355,2024-12-07,paid_social,north,1,36.56
C001356,2024-08-31,organic,west,1,11.67
C001357,2023-03-27,paid_search,west,1,42.94
C001358,2023-01-04,paid_social,south,1,31.37
C001359,2024-04-08,paid_social,north,0,39.07
C001360,2023-12-07,affiliate,north,0,22.15
C001361,2024-04-25,affiliate,south,1,23.49
C001362,2023-03-18,referral,south,1,15.32
C001363,2024-10-13,paid_search,east,1,42.46
C001364,2023-09-14,paid_search,east,1,31.47
C001365,2023-08-30,affiliate,east,1,21.71
C001366,2023-03-18,affiliate,south,0,21.88
C001367,2024-09-06,referral,east,1,5.08
C001368,2024-02-15,paid_social,west,1,37.74
C001369,2024-03-21,organic,east,0,11.72
C001370,2023-07-09,paid_search,west,1,43.8
C001371,2023-11-30,affiliate,south,1,30.18
C001372,2023-09-16,paid_search,west,1,38.25
C001373,2024-09-23,paid_search,west,1,44.71
C001374,2023-03-26,paid_social,north,1,39.13
C001375,2025-02-17,organic,east,1,2.0
C001376,2023-02-04,paid_social,north,0,47.44
C001377,2023-01-28,organic,south,0,2.41
C001378,2024-03-29,organic,south,1,11.02
C001379,2023-10-30,paid_search,north,1,28.91
C001380,2023-01-05,affiliate,north,1,18.26
C001381,2025-02-09,organic,north,1,9.83
C001382,2024-03-01,organic,north,1,4.44
C001383,2023-07-15,referral,south,1,12.59
C001384,2024-04-23,organic,east,1,2.39
C001385,2024-01-23,paid_search,north,1,46.57
C001386,2024-04-28,affiliate,west,1,28.54
C001387,2023-05-21,organic,west,1,3.04
C001388,2023-06-19,organic,west,0,6.53
C001389,2024-09-23,organic,south,1,5.38
C001390,2025-02-07,organic,west,1,2.0
C001391,2024-01-05,organic,east,0,4.27
C001392,2023-02-21,paid_search,south,0,48.85
C001393,2023-10-11,affiliate,west,0,35.61
C001394,2024-11-08,referral,north,1,17.62
C001395,2023-12-16,referral,west,1,14.63
C001396,2024-07-02,paid_search,south,1,37.86
C001397,2024-12-24,organic,west,1,9.28
C001398,2023-02-23,organic,west,1,2.0
C001399,2023-01-05,affiliate,east,1,34.55
C001400,2024-01-21,organic,north,0,6.53
C001401,2024-02-21,affiliate,west,1,23.64
C001402,2024-08-31,affiliate,east,1,34.51
C001403,2024-08-15,paid_social,south,0,31.85
C001404,2023-01-16,organic,north,1,16.79
C001405,2024-08-28,referral,west,1,15.52
C001406,2024-07-21,affiliate,west,0,36.02
C001407,2024-10-13,affiliate,west,1,30.19
C001408,2023-09-07,affiliate,west,1,33.27
C001409,2023-01-07,paid_social,north,1,25.57
C001410,2023-01-01,paid_search,south,1,42.01
C001411,2024-08-02,paid_social,west,1,30.89
C001412,2025-01-29,referral,west,1,10.5
C001413,2024-03-04,paid_social,south,1,36.94
C001414,2024-11-07,organic,west,1,10.35
C001415,2024-03-23,paid_social,south,0,42.17
C001416,2024-12-17,organic,south,1,11.3
C001417,2023-04-08,paid_search,north,1,44.09
C001418,2025-02-01,paid_search,north,1,40.31
C001419,2024-10-04,organic,west,1,10.32
C001420,2023-08-25,paid_search,east,1,39.38
C001421,2024-09-24,referral,east,0,9.47
C001422,2023-10-12,affiliate,south,1,32.0
C001423,2023-10-17,organic,west,0,16.59
C001424,2023-05-05,paid_search,south,1,39.86
C001425,2023-10-17,referral,west,1,14.31
C001426,2023-06-21,paid_search,west,1,41.66
C001427,2023-08-14,organic,east,1,7.4
C001428,2024-08-02,paid_search,west,1,41.28
C001429,2024-07-22,paid_social,south,1,37.21
C001430,2023-08-22,organic,east,1,5.81
C001431,2024-01-10,paid_social,east,1,31.86
C001432,2023-07-26,paid_social,west,1,32.41
C001433,2023-08-12,paid_social,east,0,35.49
C001434,2024-09-30,organic,north,1,3.0
C001435,2023-11-12,referral,east,1,11.77
C001436,2024-05-21,organic,west,1,15.15
C001437,2024-11-13,organic,east,1,9.0
C001438,2023-03-13,referral,north,1,13.99
C001439,2025-02-27,referral,east,1,12.32
C001440,2023-08-12,paid_search,south,1,39.47
C001441,2024-11-28,referral,west,1,20.85
C001442,2023-04-12,organic,north,0,8.01
C001443,2025-01-14,organic,south,0,15.23
C001444,2024-05-15,paid_search,south,1,48.26
C001445,2023-11-04,paid_social,west,0,36.53
C001446,2023-04-02,paid_search,east,1,43.35
C001447,2024-08-02,paid_social,west,0,34.47
C001448,2024-08-31,paid_search,west,1,42.06
C001449,2024-02-05,paid_search,west,1,44.39
C001450,2024-05-12,organic,west,1,2.88
C001451,2023-09-10,paid_social,east,1,32.17
C001452,2023-01-22,referral,east,1,22.46
C001453,2024-08-17,paid_search,west,1,48.91
C001454,2023-10-22,paid_search,east,1,43.52
C001455,2023-02-12,paid_social,west,1,31.33
C001456,2024-09-17,paid_search,north,1,40.78
C001457,2024-01-11,paid_search,south,1,37.89
C001458,2024-06-25,paid_social,east,1,36.25
C001459,2025-02-15,referral,west,1,21.25
C001460,2024-09-18,organic,north,1,8.85
C001461,2023-02-28,paid_search,north,1,42.57
C001462,2023-12-01,affiliate,east,0,38.41
C001463,2024-08-24,paid_search,north,1,48.81
C001464,2024-10-11,paid_social,west,1,37.74
C001465,2024-05-19,organic,west,1,12.28
C001466,2024-06-05,paid_search,south,1,46.67
C001467,2024-08-08,organic,south,0,2.0
C001468,2023-01-09,organic,south,1,13.59
C001469,2024-02-08,paid_search,west,1,44.78
C001470,2024-08-18,organic,east,1,10.11
C001471,2023-06-27,organic,north,1,9.29
C001472,2023-12-11,referral,east,0,15.02
C001473,2023-09-11,affiliate,south,1,21.94
C001474,2025-02-22,paid_search,north,1,34.63
C001475,2024-12-14,organic,south,0,17.24
C001476,2024-11-25,paid_social,south,1,38.9
C001477,2024-12-20,paid_social,north,1,36.47
C001478,2024-03-15,paid_search,east,1,45.8
C001479,2024-01-21,paid_search,north,1,47.51
C001480,2024-06-07,paid_search,north,1,33.35
C001481,2023-12-10,paid_search,south,1,41.32
C001482,2025-01-18,organic,east,0,10.37
C001483,2024-11-12,referral,west,1,21.55
C001484,2023-03-26,referral,north,1,6.17
C001485,2024-01-16,organic,south,1,11.5
C001486,2024-02-24,paid_social,south,0,28.44
C001487,2023-07-05,organic,east,1,2.0
C001488,2023-07-17,affiliate,east,1,31.35
C001489,2024-09-12,referral,north,1,7.52
C001490,2023-09-25,referral,east,0,4.72
C001491,2023-02-14,paid_social,west,1,30.65
C001492,2024-01-01,affiliate,east,1,26.03
C001493,2023-07-09,organic,west,1,19.66
C001494,2023-05-27,organic,east,0,5.92
C001495,2024-08-01,referral,south,1,12.32
C001496,2023-08-29,referral,south,1,19.8
C001497,2025-02-12,affiliate,west,1,28.63
C001498,2024-07-05,paid_social,west,0,37.12
C001499,2024-08-27,referral,west,1,18.32
C001500,2023-11-20,organic,west,1,5.3
C001501,2025-02-26,referral,north,1,13.26
C001502,2024-03-28,organic,south,1,7.02
C001503,2024-05-25,referral,east,1,10.26
C001504,2023-12-26,organic,north,0,2.71
C001505,2023-03-18,paid_social,east,1,28.95
C001506,2024-01-22,referral,east,0,4.83
C001507,2023-04-07,paid_search,east,1,37.94
C001508,2024-03-22,affiliate,south,1,23.92
C001509,2023-04-30,referral,east,1,8.29
C001510,2023-02-28,affiliate,west,1,23.47
C001511,2023-10-21,organic,east,1,15.15
C001512,2024-12-27,paid_search,south,0,40.31
C001513,2023-01-27,organic,west,1,2.03
C001514,2023-09-25,organic,west,1,10.88
C001515,2023-09-18,organic,east,1,4.1
C001516,2024-12-19,affiliate,south,1,21.8
C001517,2024-07-28,affiliate,east,0,28.03
C001518,2024-08-24,paid_social,north,0,35.06
C001519,2024-03-19,paid_social,north,1,37.73
C001520,2024-09-07,paid_search,west,1,39.39
C001521,2024-06-02,paid_search,south,1,38.57
C001522,2025-01-27,paid_social,west,1,35.24
C001523,2023-12-29,referral,west,1,15.96
C001524,2024-02-18,affiliate,north,0,24.69
C001525,2023-05-09,affiliate,north,1,31.79
C001526,2024-10-06,paid_social,west,1,38.07
C001527,2024-11-28,paid_search,west,0,41.15
C001528,2023-07-28,paid_search,east,1,45.33
C001529,2023-04-22,organic,north,1,6.22
C001530,2023-10-13,organic,west,1,8.48
C001531,2024-01-03,paid_search,west,1,37.69
C001532,2025-02-13,paid_search,east,1,42.96
C001533,2023-04-01,organic,west,0,8.87
C001534,2023-09-17,organic,west,0,14.99
C001535,2024-11-01,organic,south,1,16.19
C001536,2023-07-05,organic,west,1,11.86
C001537,2023-05-25,referral,south,1,21.64
C001538,2024-10-24,affiliate,south,1,28.36
C001539,2023-04-06,paid_search,west,1,40.02
C001540,2024-10-31,organic,south,0,8.42
C001541,2025-02-13,paid_search,west,0,41.64
C001542,2023-07-01,paid_search,north,0,47.36
C001543,2025-02-16,paid_social,south,0,43.66
C001544,2024-10-05,paid_search,south,1,40.87
C001545,2023-04-02,paid_search,west,1,39.33
C001546,2024-06-07,paid_social,east,1,34.92
C001547,2024-07-12,organic,north,1,15.65
C001548,2023-08-18,referral,east,1,10.5
C001549,2023-02-14,organic,west,0,8.49
C001550,2024-08-07,paid_search,north,1,45.95
C001551,2023-09-13,affiliate,west,0,21.4
C001552,2023-06-25,organic,north,1,9.57
C001553,2023-04-09,paid_search,south,0,39.61
C001554,2023-11-10,paid_search,west,1,33.71
C001555,2024-12-15,affiliate,east,1,28.86
C001556,2024-11-25,paid_search,north,0,46.42
C001557,2025-01-11,affiliate,east,1,24.81
C001558,2023-06-06,paid_social,south,0,34.85
C001559,2023-12-29,paid_search,south,1,43.44
C001560,2024-01-15,organic,north,1,3.26
C001561,2024-08-23,organic,west,1,12.55
C001562,2024-11-18,organic,north,1,2.0
C001563,2024-02-22,referral,east,1,16.29
C001564,2024-01-22,paid_search,east,0,41.56
C001565,2023-10-22,paid_social,east,1,38.88
C001566,2023-12-23,organic,north,0,15.93
C001567,2023-03-11,organic,east,1,6.09
C001568,2024-04-29,paid_search,east,1,44.25
C001569,2024-07-11,affiliate,north,0,30.54
C001570,2024-08-01,affiliate,east,1,21.64
C001571,2024-04-15,organic,west,1,2.0
C001572,2024-04-26,organic,east,1,10.17
C001573,2024-04-14,referral,north,1,20.36
C001574,2024-02-13,referral,west,1,18.12
C001575,2023-11-23,organic,east,1,9.51
C001576,2024-01-06,referral,west,0,4.17
C001577,2023-01-18,paid_search,south,1,42.47
C001578,2024-04-08,organic,north,1,7.83
C001579,2023-02-03,referral,west,0,16.46
C001580,2023-01-20,paid_social,east,1,39.8
C001581,2024-01-10,affiliate,south,0,28.97
C001582,2024-10-08,organic,north,1,2.0
C001583,2023-03-24,paid_search,east,1,35.61
C001584,2025-01-03,organic,east,0,2.0
C001585,2024-05-18,affiliate,west,1,26.9
C001586,2023-10-08,paid_search,south,1,38.31
C001587,2024-12-03,paid_social,south,0,44.15
C001588,2024-12-06,organic,east,1,3.17
C001589,2025-01-31,paid_social,north,1,39.96
C001590,2023-06-01,affiliate,east,1,29.89
C001591,2023-09-30,paid_social,south,1,38.89
C001592,2023-07-24,organic,north,1,6.33
C001593,2023-07-01,organic,south,1,10.08
C001594,2024-07-08,referral,west,1,16.07
C001595,2024-02-07,paid_social,west,1,29.4
C001596,2024-04-24,paid_social,south,0,35.49
C001597,2024-04-29,referral,south,1,17.66
C001598,2023-06-27,paid_social,west,1,33.79
C001599,2024-03-30,referral,west,0,18.68
C001600,2024-07-06,organic,south,1,4.65
C001601,2023-03-12,paid_search,west,1,41.01
C001602,2024-11-06,organic,west,1,5.57
C001603,2024-04-03,referral,north,1,19.67
C001604,2023-01-05,organic,east,0,9.54
C001605,2024-11-23,organic,west,1,6.11
C001606,2023-07-30,organic,west,1,4.53
C001607,2024-02-21,paid_social,north,1,33.49
C001608,2024-08-11,paid_search,west,1,40.13
C001609,2024-09-17,paid_search,west,0,49.43
C001610,2023-12-20,organic,west,1,11.25
C001611,2024-08-14,affiliate,west,1,30.96
C001612,2023-05-09,paid_search,west,0,48.48
C001613,2023-10-18,paid_search,south,1,42.99
C001614,2024-12-12,referral,south,0,18.33
C001615,2023-11-04,paid_search,west,0,36.95
C001616,2024-10-09,affiliate,south,1,19.15
C001617,2025-02-26,organic,west,0,12.71
C001618,2024-10-11,organic,east,1,10.37
C001619,2024-05-11,paid_search,south,1,55.99
C001620,2023-10-12,organic,west,1,11.47
C001621,2023-06-30,paid_social,east,0,40.1
C001622,2023-12-06,organic,west,0,12.55
C001623,2024-05-02,organic,north,1,3.5
C001624,2025-01-16,paid_social,east,1,40.15
C001625,2023-12-02,organic,east,1,2.62
C001626,2024-06-14,referral,south,1,13.06
C001627,2024-08-25,affiliate,west,1,26.59
C001628,2023-09-02,paid_search,north,1,39.98
C001629,2023-03-02,organic,north,1,9.89
C001630,2023-02-26,paid_social,east,1,30.73
C001631,2024-04-06,paid_search,east,1,38.84
C001632,2023-07-07,referral,north,1,6.53
C001633,2024-09-22,referral,south,1,18.95
C001634,2024-06-11,organic,west,1,11.13
C001635,2023-06-10,organic,south,0,6.15
C001636,2025-02-22,paid_search,east,1,44.04
C001637,2023-05-20,organic,south,1,11.09
C001638,2024-03-04,paid_search,north,0,43.79
C001639,2023-03-02,paid_search,south,1,40.19
C001640,2023-02-11,paid_search,north,0,46.2
C001641,2023-03-08,paid_search,east,0,35.95
C001642,2023-12-15,paid_search,south,1,34.28
C001643,2024-11-30,paid_social,west,1,30.14
C001644,2024-02-20,paid_social,east,1,28.18
C001645,2024-02-03,referral,west,1,15.47
C001646,2023-05-27,affiliate,south,1,26.56
C001647,2023-05-17,affiliate,east,1,30.34
C001648,2023-01-07,paid_social,south,1,31.32
C001649,2023-11-11,organic,north,1,2.0
C001650,2024-04-16,referral,west,0,20.47
C001651,2023-07-06,paid_social,south,1,39.28
C001652,2024-01-30,referral,south,1,10.12
C001653,2023-08-27,referral,east,1,18.95
C001654,2023-03-24,paid_search,north,1,46.44
C001655,2024-08-11,affiliate,north,1,33.9
C001656,2024-05-30,organic,south,0,2.0
C001657,2023-03-10,affiliate,south,1,29.26
C001658,2024-01-25,organic,south,1,12.56
C001659,2025-01-25,affiliate,south,1,28.58
C001660,2024-01-12,organic,east,1,6.55
C001661,2023-10-28,paid_social,west,1,27.47
C001662,2024-06-02,paid_social,south,1,35.19
C001663,2023-07-23,paid_search,east,1,38.27
C001664,2023-06-20,referral,south,0,21.73
C001665,2023-03-15,organic,south,0,5.06
C001666,2023-08-17,paid_social,east,1,31.44
C001667,2024-10-22,referral,south,1,18.35
C001668,2024-11-08,organic,east,0,8.69
C001669,2024-09-28,organic,west,1,5.68
C001670,2023-04-20,paid_search,north,1,39.25
C001671,2023-11-10,paid_social,east,1,38.07
C001672,2024-04-05,affiliate,north,1,27.76
C001673,2024-07-10,organic,south,1,16.9
C001674,2024-03-20,affiliate,north,1,32.9
C001675,2023-09-18,organic,north,1,23.51
C001676,2025-01-18,paid_social,east,1,35.15
C001677,2023-08-17,referral,west,0,14.88
C001678,2023-09-25,paid_search,east,0,42.51
C001679,2024-03-19,affiliate,west,1,26.2
C001680,2024-06-06,paid_social,east,1,32.89
C001681,2025-01-02,organic,north,0,20.39
C001682,2024-01-09,affiliate,south,0,21.39
C001683,2024-06-01,organic,west,1,5.66
C001684,2023-02-15,paid_social,west,1,35.44
C001685,2024-09-27,paid_search,west,1,45.1
C001686,2023-12-19,paid_search,west,1,32.9
C001687,2023-12-07,affiliate,west,0,39.32
C001688,2024-11-21,organic,west,0,6.26
C001689,2024-05-15,paid_social,east,1,34.5
C001690,2025-02-24,organic,west,1,4.88
C001691,2023-11-15,paid_social,west,1,34.37
C001692,2024-06-07,paid_social,north,1,37.13
C001693,2023-06-23,referral,north,1,15.6
C001694,2024-08-03,affiliate,north,1,23.21
C001695,2023-07-12,paid_search,south,1,50.82
C001696,2023-05-09,paid_search,east,1,45.84
C001697,2023-09-15,organic,east,0,12.88
C001698,2024-12-26,affiliate,east,1,23.06
C001699,2023-08-16,paid_social,east,0,26.56
C001700,2023-02-13,paid_social,east,1,36.01
C001701,2024-02-15,paid_social,north,1,30.71
C001702,2024-04-15,affiliate,east,1,31.9
C001703,2024-03-23,referral,north,1,19.15
C001704,2024-07-31,referral,west,1,15.85
C001705,2024-03-01,paid_social,north,1,38.6
C001706,2024-02-24,referral,east,1,24.21
C001707,2024-10-08,paid_social,east,1,24.55
C001708,2023-08-23,affiliate,west,0,25.41
C001709,2025-01-16,organic,east,0,6.91
C001710,2024-12-09,paid_social,north,1,36.09
C001711,2024-05-12,paid_social,west,0,42.66
C001712,2024-10-17,paid_social,north,1,44.19
C001713,2023-11-07,organic,north,1,9.78
C001714,2024-02-17,organic,east,1,2.0
C001715,2025-02-11,organic,west,1,11.46
C001716,2023-10-22,paid_social,north,0,27.46
C001717,2023-09-16,paid_social,south,1,37.93
C001718,2023-10-13,paid_social,north,1,35.36
C001719,2025-01-01,paid_social,south,1,27.61
C001720,2023-12-11,organic,east,1,2.0
C001721,2024-04-20,paid_search,west,1,51.09
C001722,2024-12-28,paid_search,west,0,45.25
C001723,2024-11-22,paid_search,west,1,41.04
C001724,2024-08-21,organic,west,1,9.15
C001725,2025-01-03,paid_search,south,1,35.33
C001726,2023-07-10,organic,west,0,2.0
C001727,2023-03-21,paid_social,west,1,33.09
C001728,2024-05-22,referral,west,0,16.84
C001729,2023-11-09,paid_search,north,1,44.51
C001730,2025-02-26,organic,east,1,14.8
C001731,2023-02-20,referral,north,0,19.62
C001732,2025-01-16,affiliate,east,1,29.02
C001733,2023-07-02,paid_search,east,1,35.76
C001734,2025-01-12,affiliate,south,1,23.66
C001735,2024-05-10,organic,north,0,6.85
C001736,2024-08-17,organic,west,1,21.71
C001737,2025-01-20,organic,east,1,18.35
C001738,2023-01-28,referral,south,0,22.83
C001739,2023-07-05,paid_search,east,0,40.69
C001740,2023-08-28,paid_search,north,1,43.91
C001741,2023-03-02,organic,south,0,2.0
C001742,2023-01-31,paid_social,east,1,33.89
C001743,2023-04-19,organic,north,1,4.62
C001744,2023-11-01,paid_social,west,1,40.45
C001745,2024-04-25,paid_social,south,0,35.17
C001746,2023-10-21,organic,south,1,12.21
C001747,2024-11-27,paid_social,south,0,32.42
C001748,2023-07-23,paid_social,east,1,35.35
C001749,2024-04-09,paid_social,north,0,38.99
C001750,2023-04-11,paid_social,west,1,32.97
C001751,2023-10-21,referral,east,1,9.01
C001752,2024-11-16,organic,south,1,4.43
C001753,2024-06-24,paid_social,west,0,38.23
C001754,2023-11-18,organic,north,1,14.2
C001755,2024-06-25,organic,north,1,5.17
C001756,2024-08-04,affiliate,east,1,37.87
C001757,2024-11-14,paid_social,east,1,36.84
C001758,2023-07-08,paid_search,north,1,42.3
C001759,2023-05-07,paid_search,south,1,45.06
C001760,2023-11-23,paid_search,east,1,42.66
C001761,2024-11-15,affiliate,west,1,15.31
C001762,2023-05-30,organic,east,0,7.32
C001763,2024-12-11,affiliate,west,1,27.0
C001764,2025-02-05,paid_search,east,1,49.33
C001765,2023-03-08,referral,west,1,12.92
C001766,2024-03-06,paid_search,west,1,40.46
C001767,2023-08-19,organic,east,1,8.64
C001768,2023-10-09,organic,east,1,8.56
C001769,2023-08-31,paid_search,north,0,54.55
C001770,2023-01-26,referral,west,1,21.56
C001771,2023-05-27,organic,south,1,2.0
C001772,2024-12-29,organic,south,1,13.25
C001773,2023-04-07,affiliate,south,1,28.08
C001774,2023-11-13,organic,east,0,7.55
C001775,2024-05-10,paid_search,east,0,50.17
C001776,2023-03-14,referral,west,0,20.37
C001777,2024-09-28,paid_search,north,1,47.85
C001778,2023-10-23,paid_social,east,0,30.28
C001779,2024-10-17,paid_search,west,1,40.2
C001780,2025-01-15,organic,west,1,2.0
C001781,2024-11-02,affiliate,west,1,29.48
C001782,2023-11-02,paid_social,south,1,33.41
C001783,2023-02-19,organic,north,1,13.72
C001784,2024-05-17,paid_search,south,1,51.77
C001785,2024-03-24,paid_search,north,1,35.59
C001786,2024-03-29,affiliate,east,1,35.0
C001787,2023-06-01,paid_social,west,1,29.01
C001788,2024-02-14,paid_social,west,1,38.53
C001789,2023-06-06,affiliate,west,0,25.88
C001790,2024-06-21,paid_search,north,1,41.53
C001791,2023-01-06,paid_search,north,1,42.05
C001792,2024-12-17,paid_social,north,1,42.18
C001793,2024-01-02,paid_social,south,1,26.52
C001794,2023-02-05,paid_search,south,1,44.72
C001795,2024-07-11,paid_search,north,1,32.28
C001796,2024-03-13,paid_search,west,1,44.1
C001797,2024-10-16,organic,south,1,7.41
C001798,2023-06-14,paid_search,south,1,38.97
C001799,2025-01-19,paid_social,west,0,35.2
C001800,2024-11-09,paid_social,south,0,38.8
C001801,2024-08-17,referral,west,1,21.38
C001802,2023-04-25,paid_social,south,1,27.38
C001803,2023-05-20,organic,west,1,2.53
C001804,2023-07-06,paid_search,east,0,43.76
C001805,2023-03-18,paid_search,east,0,41.73
C001806,2023-09-11,paid_search,north,1,49.89
C001807,2023-06-27,paid_search,east,1,31.4
C001808,2023-05-03,referral,east,1,12.94
C001809,2023-12-10,paid_search,west,1,37.64
C001810,2025-02-01,organic,north,1,16.53
C001811,2023-03-13,referral,west,1,19.55
C001812,2023-04-10,organic,south,1,4.94
C001813,2023-07-07,paid_search,north,1,43.18
C001814,2023-06-18,paid_social,north,1,36.09
C001815,2023-06-22,referral,north,1,18.63
C001816,2024-02-06,referral,south,1,13.7
C001817,2024-07-13,organic,north,0,21.56
C001818,2023-11-23,organic,south,0,3.13
C001819,2024-05-30,affiliate,east,1,27.45
C001820,2024-10-03,paid_search,north,1,35.3
C001821,2025-01-29,organic,east,1,11.96
C001822,2024-01-14,paid_search,east,1,46.66
C001823,2024-02-13,organic,north,1,6.94
C001824,2023-06-27,organic,east,0,10.28
C001825,2024-12-31,paid_search,north,0,43.59
C001826,2024-10-23,paid_search,west,1,43.51
C001827,2024-04-04,paid_social,east,1,30.08
C001828,2023-07-26,organic,south,1,9.94
C001829,2024-10-08,paid_search,west,1,44.79
C001830,2024-04-30,paid_search,east,0,40.31
C001831,2024-11-19,paid_search,west,1,43.22
C001832,2024-03-17,organic,west,1,10.22
C001833,2023-09-28,organic,west,1,3.66
C001834,2024-12-30,referral,east,1,10.23
C001835,2023-09-03,organic,north,1,3.93
C001836,2024-06-16,paid_search,north,1,38.35
C001837,2023-01-02,organic,east,1,9.74
C001838,2024-05-02,organic,north,1,9.67
C001839,2025-02-04,organic,east,1,9.76
C001840,2023-07-24,referral,north,1,14.31
C001841,2024-12-03,paid_social,east,1,40.48
C001842,2024-10-05,organic,east,1,10.69
C001843,2023-03-03,organic,east,0,5.54
C001844,2024-04-15,organic,south,1,20.88
C001845,2023-08-20,paid_search,east,1,38.83
C001846,2024-10-23,organic,north,1,6.47
C001847,2025-01-10,organic,west,0,6.09
C001848,2025-02-04,paid_social,north,1,30.32
C001849,2025-02-05,affiliate,east,1,29.53
C001850,2024-11-05,paid_search,east,0,45.37
C001851,2023-11-16,affiliate,east,1,30.28
C001852,2025-01-01,referral,south,1,20.45
C001853,2023-01-06,organic,west,1,12.91
C001854,2025-01-23,paid_social,east,1,33.51
C001855,2024-10-02,organic,west,1,16.42
C001856,2024-03-13,organic,south,1,12.38
C001857,2023-01-12,paid_social,east,1,35.27
C001858,2023-08-23,referral,south,1,6.67
