order_id,customer_id,order_date,gross_revenue,returned,net_revenue,gross_margin
O00000757,C000102,2024-10-17,30.27,0,30.27,9.51
O00000765,C000103,2024-10-17,54.82,0,54.82,22.78
O00000999,C000134,2024-10-17,16.38,0,16.38,6.76
O00001968,C000266,2024-10-17,44.21,0,44.21,19.04
O00002043,C000274,2024-10-17,54.14,0,54.14,21.18
O00002192,C000297,2024-10-17,10.5,0,10.5,5.09
O00002270,C000305,2024-10-17,17.91,0,17.91,9.52
O00003132,C000429,2024-10-17,9.76,0,9.76,3.46
O00004217,C000595,2024-10-17,45.45,0,45.45,18.96
O00005474,C000734,2024-10-17,46.41,0,46.41,19.18
O00006492,C000872,2024-10-17,121.0,0,121.0,40.28
O00007925,C001049,2024-10-17,35.42,0,35.42,14.43
O00008771,C001165,2024-10-17,21.23,0,21.23,7.62
O00008821,C001175,2024-10-17,97.16,0,97.16,36.45
O00008950,C001193,2024-10-17,106.67,0,106.67,36.27
O00010544,C001400,2024-10-17,60.38,0,60.38,19.24
O00010745,C001426,2024-10-17,96.12,0,96.12,44.01
O00010820,C001440,2024-10-17,32.4,0,32.4,10.27
O00011274,C001502,2024-10-17,28.3,0,28.3,11.93
O00013153,C001769,2024-10-17,98.79,0,98.79,41.73
O00014037,C001895,2024-10-17,35.96,0,35.96,15.54
O00014787,C001996,2024-10-17,51.19,0,51.19,20.33
O00016605,C002250,2024-10-17,145.24,0,145.24,59.32
O00017660,C002399,2024-10-17,70.4,0,70.4,31.14
O00018048,C002454,2024-10-17,20.09,0,20.09,5.73
O00018183,C002469,2024-10-17,47.45,0,47.45,21.72
O00018764,C002545,2024-10-17,81.27,1,0.0,0.0
O00018825,C002553,2024-10-17,22.18,0,22.18,11.29
O00020713,C002779,2024-10-17,84.31,0,84.31,42.36
O00020798,C002791,2024-10-17,15.1,0,15.1,6.37
O00021575,C002913,2024-10-17,80.02,0,80.02,30.91
O00021811,C002945,2024-10-17,60.7,0,60.7,23.33
O00021923,C002960,2024-10-17,68.74,0,68.74,31.24
O00022038,C002970,2024-10-17,60.52,0,60.52,30.88
O00022068,C002973,2024-10-17,29.26,0,29.26,11.16
O00022254,C002992,2024-10-17,97.86,0,97.86,46.17
O00022339,C003002,2024-10-17,35.42,1,0.0,0.0
O00022766,C003066,2024-10-17,32.37,0,32.37,10.76
O00023071,C003111,2024-10-17,33.39,0,33.39,13.89
O00023891,C003241,2024-10-17,10.61,0,10.61,5.05
O00024271,C003307,2024-10-17,139.26,0,139.26,61.25
O00024902,C003388,2024-10-17,97.47,0,97.47,41.76
O00025012,C003401,2024-10-17,82.89,0,82.89,40.75
O00026236,C003580,2024-10-17,182.15,0,182.15,82.78
O00026281,C003585,2024-10-17,28.46,0,28.46,12.02
O00026314,C003589,2024-10-17,26.39,0,26.39,11.7
O00026559,C003617,2024-10-17,31.36,0,31.36,11.2
O00026598,C003624,2024-10-17,91.04,0,91.04,40.81
O00029434,C003978,2024-10-17,16.3,0,16.3,7.01
O00029801,C004018,2024-10-17,27.66,0,27.66,10.1
O00031301,C004220,2024-10-17,57.19,0,57.19,25.37
O00031974,C004310,2024-10-17,33.74,0,33.74,14.96
O00033626,C004527,2024-10-17,64.05,1,0.0,0.0
O00033765,C004546,2024-10-17,22.85,0,22.85,9.79
O00033953,C004570,2024-10-17,76.79,0,76.79,33.13
O00034030,C004581,2024-10-17,59.87,0,59.87,22.98
O00034298,C004616,2024-10-17,124.39,0,124.39,56.55
O00035920,C004808,2024-10-17,66.12,0,66.12,29.35
O00035962,C004814,2024-10-17,75.52,0,75.52,35.19
O00036286,C004852,2024-10-17,82.27,0,82.27,33.31
O00036414,C004867,2024-10-17,29.44,0,29.44,10.67
O00036486,C004872,2024-10-17,60.98,0,60.98,21.63
O00036489,C004872,2024-10-17,202.28,0,202.28,91.51
O00036628,C004889,2024-10-17,58.37,1,0.0,0.0
O00036789,C004913,2024-10-17,72.04,0,72.04,28.85
O00037468,C005003,2024-10-17,27.71,0,27.71,11.17
O00038326,C005109,2024-10-17,41.79,0,41.79,15.63
O00038486,C005127,2024-10-17,84.47,0,84.47,31.82
O00038899,C005183,2024-10-17,14.4,0,14.4,6.79
O00040279,C005365,2024-10-17,43.3,0,43.3,20.33
O00040642,C005411,2024-10-17,52.47,0,52.47,26.48
O00040658,C005411,2024-10-17,111.03,0,111.03,49.25
O00040961,C005441,2024-10-17,30.46,0,30.46,14.17
O00041047,C005452,2024-10-17,42.18,0,42.18,19.55
O00042200,C005599,2024-10-17,69.11,0,69.11,28.36
O00042991,C005686,2024-10-17,26.19,0,26.19,12.92
O00043334,C005728,2024-10-17,60.49,0,60.49,22.92
O00043570,C005760,2024-10-17,10.8,0,10.8,5.85
O00043691,C005773,2024-10-17,36.86,0,36.86,16.2
O00044140,C005831,2024-10-17,104.16,1,0.0,0.0
O00044924,C005921,2024-10-17,43.39,0,43.39,17.36
O00045023,C005933,2024-10-17,24.73,0,24.73,11.69
O00045093,C005939,2024-10-17,52.78,0,52.78,19.13
O00046237,C006077,2024-10-17,82.16,0,82.16,43.09
O00047567,C006247,2024-10-17,39.28,0,39.28,17.5
O00047985,C006298,2024-10-17,68.25,0,68.25,33.34
O00048003,C006300,2024-10-17,53.41,0,53.41,22.89
O00048111,C006310,2024-10-17,45.31,0,45.31,20.66
O00048475,C006362,2024-10-17,31.3,0,31.3,14.25
O00049545,C006511,2024-10-17,92.83,0,92.83,39.33
O00050080,C006579,2024-10-17,21.57,0,21.57,9.48
O00051241,C006736,2024-10-17,57.71,0,57.71,28.03
O00051533,C006779,2024-10-17,14.71,0,14.71,6.58
O00053249,C007020,2024-10-17,31.63,0,31.63,12.53
O00053529,C007060,2024-10-17,34.81,0,34.81,14.55
O00053626,C007070,2024-10-17,28.11,0,28.11,13.29
O00056067,C007400,2024-10-17,51.15,0,51.15,24.62
O00057025,C007546,2024-10-17,77.79,0,77.79,31.25
O00058910,C007784,2024-10-17,63.67,0,63.67,25.82
O00058915,C007784,2024-10-17,33.17,0,33.17,12.85
O00059069,C007805,2024-10-17,31.45,0,31.45,11.36
O00059363,C007845,2024-10-17,25.22,1,0.0,0.0
O00000198,C000028,2024-10-18,42.93,0,42.93,17.07
O00001289,C000178,2024-10-18,96.94,1,0.0,0.0
O00001404,C000188,2024-10-18,46.8,0,46.8,19.19
O00001437,C000191,2024-10-18,119.97,0,119.97,57.29
O00002151,C000290,2024-10-18,91.15,0,91.15,46.92
O00002350,C000319,2024-10-18,17.29,0,17.29,6.87
O00002374,C000321,2024-10-18,59.63,0,59.63,27.32
O00002465,C000334,2024-10-18,26.91,0,26.91,13.63
O00003338,C000457,2024-10-18,34.38,0,34.38,16.08
O00005450,C000730,2024-10-18,110.16,0,110.16,53.15
O00005995,C000802,2024-10-18,64.58,0,64.58,27.15
O00006227,C000831,2024-10-18,41.66,0,41.66,20.44
O00007584,C001006,2024-10-18,36.18,0,36.18,15.78
O00008134,C001075,2024-10-18,34.26,0,34.26,15.65
O00009158,C001217,2024-10-18,63.16,0,63.16,25.59
O00010633,C001417,2024-10-18,108.09,1,0.0,0.0
O00011272,C001502,2024-10-18,60.59,0,60.59,28.08
O00011572,C001553,2024-10-18,53.72,0,53.72,29.92
O00012039,C001619,2024-10-18,31.43,0,31.43,17.38
O00012094,C001629,2024-10-18,77.21,0,77.21,31.32
O00012995,C001746,2024-10-18,39.81,0,39.81,17.57
O00013764,C001865,2024-10-18,11.74,0,11.74,5.12
O00013806,C001868,2024-10-18,51.23,0,51.23,20.79
O00013884,C001880,2024-10-18,44.2,0,44.2,20.07
O00013965,C001887,2024-10-18,171.52,0,171.52,70.21
O00014958,C002021,2024-10-18,90.19,0,90.19,39.7
O00015315,C002073,2024-10-18,106.15,0,106.15,51.68
O00015832,C002144,2024-10-18,123.08,0,123.08,54.52
O00016903,C002299,2024-10-18,74.38,0,74.38,29.72
O00017288,C002353,2024-10-18,66.42,0,66.42,29.49
O00019876,C002681,2024-10-18,73.84,0,73.84,31.49
O00020103,C002711,2024-10-18,32.81,0,32.81,14.56
O00020138,C002713,2024-10-18,27.92,0,27.92,12.69
O00021469,C002892,2024-10-18,51.88,0,51.88,22.18
O00022361,C003007,2024-10-18,94.62,0,94.62,36.99
O00022479,C003025,2024-10-18,74.15,0,74.15,31.03
O00023316,C003140,2024-10-18,15.14,0,15.14,6.57
O00023678,C003201,2024-10-18,79.17,0,79.17,32.32
O00023770,C003224,2024-10-18,135.89,0,135.89,64.48
O00025269,C003437,2024-10-18,82.95,0,82.95,42.63
O00026114,C003565,2024-10-18,64.57,0,64.57,24.63
O00026127,C003565,2024-10-18,149.9,0,149.9,86.45
O00026320,C003589,2024-10-18,162.22,0,162.22,85.48
O00026609,C003624,2024-10-18,155.96,0,155.96,47.52
O00027012,C003676,2024-10-18,29.23,0,29.23,11.64
O00028027,C003804,2024-10-18,50.27,0,50.27,23.56
O00028798,C003901,2024-10-18,26.82,0,26.82,9.12
O00028812,C003903,2024-10-18,108.06,0,108.06,47.82
O00030079,C004057,2024-10-18,23.18,0,23.18,9.02
O00030783,C004158,2024-10-18,79.52,0,79.52,32.81
O00031297,C004219,2024-10-18,63.74,0,63.74,25.95
O00031620,C004262,2024-10-18,31.13,0,31.13,14.56
O00033600,C004521,2024-10-18,16.06,0,16.06,6.94
O00033609,C004524,2024-10-18,8.97,0,8.97,3.88
O00033780,C004547,2024-10-18,27.1,0,27.1,12.48
O00035037,C004707,2024-10-18,114.95,0,114.95,62.02
O00035094,C004715,2024-10-18,47.4,0,47.4,21.92
O00036707,C004900,2024-10-18,66.25,0,66.25,25.85
O00036998,C004938,2024-10-18,59.24,0,59.24,28.79
O00037157,C004953,2024-10-18,89.72,0,89.72,44.09
O00037618,C005025,2024-10-18,11.59,0,11.59,5.31
O00037661,C005033,2024-10-18,29.35,0,29.35,12.4
O00038150,C005089,2024-10-18,75.72,0,75.72,30.84
O00038452,C005123,2024-10-18,24.78,0,24.78,13.6
O00038633,C005144,2024-10-18,57.26,0,57.26,24.28
O00038840,C005171,2024-10-18,24.37,0,24.37,12.36
O00039053,C005207,2024-10-18,68.18,0,68.18,37.08
O00039390,C005253,2024-10-18,16.06,0,16.06,8.35
O00040145,C005348,2024-10-18,118.01,0,118.01,52.59
O00041515,C005507,2024-10-18,45.37,0,45.37,18.13
O00042217,C005600,2024-10-18,51.88,0,51.88,23.32
O00043358,C005731,2024-10-18,45.53,1,0.0,0.0
O00043398,C005734,2024-10-18,45.06,0,45.06,14.24
O00047046,C006181,2024-10-18,65.97,0,65.97,31.86
O00047552,C006244,2024-10-18,130.18,0,130.18,41.77
O00047700,C006268,2024-10-18,92.59,0,92.59,35.92
O00049654,C006523,2024-10-18,12.83,0,12.83,5.61
O00051651,C006791,2024-10-18,65.32,0,65.32,31.56
O00052152,C006851,2024-10-18,42.09,0,42.09,13.7
O00054611,C007206,2024-10-18,84.89,0,84.89,35.21
O00054742,C007220,2024-10-18,57.42,0,57.42,21.96
O00054925,C007240,2024-10-18,52.65,0,52.65,22.24
O00056185,C007414,2024-10-18,33.98,0,33.98,16.69
O00056652,C007487,2024-10-18,17.58,1,0.0,0.0
O00060124,C007950,2024-10-18,65.66,0,65.66,22.92
O00000323,C000047,2024-10-19,47.83,0,47.83,18.57
O00001727,C000237,2024-10-19,197.88,0,197.88,75.29
O00001807,C000244,2024-10-19,38.82,0,38.82,18.79
O00001906,C000257,2024-10-19,48.89,0,48.89,21.8
O00002086,C000282,2024-10-19,23.98,0,23.98,12.24
O00002236,C000301,2024-10-19,30.25,0,30.25,10.65
O00002617,C000356,2024-10-19,55.26,0,55.26,17.97
O00003844,C000545,2024-10-19,49.08,0,49.08,23.02
O00004610,C000651,2024-10-19,107.77,0,107.77,54.25
O00004768,C000668,2024-10-19,112.74,0,112.74,52.31
O00005412,C000728,2024-10-19,50.21,0,50.21,21.28
O00005475,C000734,2024-10-19,56.19,0,56.19,20.3
O00006012,C000805,2024-10-19,8.48,0,8.48,4.09
O00006237,C000831,2024-10-19,69.87,0,69.87,29.11
O00006493,C000872,2024-10-19,111.1,0,111.1,43.63
O00007586,C001006,2024-10-19,8.64,0,8.64,2.9
O00007718,C001020,2024-10-19,32.23,1,0.0,0.0
O00008007,C001055,2024-10-19,113.01,0,113.01,48.98
O00009987,C001324,2024-10-19,71.59,0,71.59,29.78
O00010256,C001361,2024-10-19,38.28,0,38.28,15.75
O00010718,C001424,2024-10-19,174.8,0,174.8,84.11
O00011098,C001479,2024-10-19,93.5,0,93.5,38.0
O00011399,C001521,2024-10-19,15.05,0,15.05,6.05
O00012332,C001658,2024-10-19,31.81,0,31.81,13.5
O00013969,C001887,2024-10-19,84.37,0,84.37,44.28
O00014150,C001906,2024-10-19,8.0,0,8.0,3.41
O00015222,C002061,2024-10-19,36.86,0,36.86,17.69
O00017145,C002329,2024-10-19,64.13,1,0.0,0.0
O00018659,C002527,2024-10-19,70.96,0,70.96,31.28
O00019625,C002648,2024-10-19,98.55,0,98.55,45.27
O00019934,C002689,2024-10-19,76.28,0,76.28,41.14
O00020061,C002704,2024-10-19,44.16,1,0.0,0.0
O00020403,C002740,2024-10-19,10.32,0,10.32,4.21
O00020899,C002808,2024-10-19,50.02,0,50.02,20.53
O00022408,C003015,2024-10-19,23.27,0,23.27,8.95
O00023195,C003123,2024-10-19,36.59,0,36.59,15.69
O00023410,C003159,2024-10-19,13.48,0,13.48,6.21
O00024116,C003279,2024-10-19,126.71,0,126.71,64.12
O00024330,C003312,2024-10-19,36.49,0,36.49,11.93
O00025653,C003497,2024-10-19,89.7,0,89.7,40.11
O00026409,C003598,2024-10-19,66.43,0,66.43,27.76
O00027105,C003687,2024-10-19,78.75,0,78.75,41.7
O00027207,C003703,2024-10-19,89.06,1,0.0,0.0
O00027345,C003720,2024-10-19,45.65,0,45.65,23.79
O00027449,C003733,2024-10-19,82.05,0,82.05,36.15
O00028174,C003824,2024-10-19,14.69,0,14.69,5.53
O00028399,C003844,2024-10-19,56.55,0,56.55,24.75
O00029134,C003941,2024-10-19,105.68,0,105.68,40.35
O00034583,C004651,2024-10-19,70.13,0,70.13,27.84
O00035036,C004707,2024-10-19,98.34,0,98.34,39.71
O00035488,C004764,2024-10-19,77.5,0,77.5,26.25
O00036770,C004907,2024-10-19,84.71,0,84.71,30.04
O00038544,C005134,2024-10-19,100.16,0,100.16,43.09
O00038591,C005140,2024-10-19,108.08,0,108.08,42.99
O00040433,C005387,2024-10-19,54.73,0,54.73,26.87
O00040771,C005420,2024-10-19,58.05,0,58.05,22.69
O00040854,C005427,2024-10-19,98.33,0,98.33,49.85
O00042176,C005597,2024-10-19,74.35,0,74.35,24.29
O00042285,C005609,2024-10-19,31.13,0,31.13,9.03
O00044135,C005831,2024-10-19,54.05,0,54.05,21.97
O00044194,C005839,2024-10-19,96.0,0,96.0,40.15
O00045168,C005947,2024-10-19,16.0,0,16.0,7.7
O00045940,C006043,2024-10-19,36.52,0,36.52,17.03
O00047595,C006251,2024-10-19,50.29,0,50.29,17.58
O00048080,C006308,2024-10-19,79.13,0,79.13,40.66
O00048096,C006309,2024-10-19,126.19,0,126.19,49.27
O00048196,C006324,2024-10-19,126.81,0,126.81,58.75
O00048420,C006354,2024-10-19,28.71,0,28.71,12.67
O00049653,C006523,2024-10-19,74.96,0,74.96,33.95
O00049860,C006545,2024-10-19,111.81,0,111.81,48.06
O00050368,C006618,2024-10-19,87.48,0,87.48,43.96
O00051451,C006767,2024-10-19,30.3,0,30.3,11.92
O00052327,C006878,2024-10-19,12.19,0,12.19,4.96
O00052612,C006926,2024-10-19,9.02,0,9.02,4.36
O00052875,C006967,2024-10-19,51.93,0,51.93,21.75
O00053375,C007038,2024-10-19,8.0,0,8.0,2.78
O00053967,C007114,2024-10-19,33.58,0,33.58,11.2
O00054145,C007140,2024-10-19,47.06,0,47.06,22.95
O00055697,C007349,2024-10-19,13.03,0,13.03,4.97
O00057232,C007574,2024-10-19,25.78,0,25.78,8.61
O00057588,C007622,2024-10-19,68.77,0,68.77,29.62
O00058236,C007703,2024-10-19,48.04,0,48.04,22.87
O00059597,C007880,2024-10-19,142.86,0,142.86,60.94
O00000190,C000028,2024-10-20,52.23,0,52.23,21.84
O00000293,C000039,2024-10-20,47.24,1,0.0,0.0
O00000435,C000066,2024-10-20,42.59,0,42.59,19.33
O00000690,C000095,2024-10-20,135.42,0,135.42,68.84
O00001555,C000212,2024-10-20,44.74,0,44.74,14.17
O00001603,C000219,2024-10-20,27.71,0,27.71,11.69
O00002916,C000395,2024-10-20,57.22,1,0.0,0.0
O00003778,C000534,2024-10-20,33.57,1,0.0,0.0
O00003829,C000544,2024-10-20,68.01,0,68.01,27.27
O00004104,C000580,2024-10-20,12.66,0,12.66,5.36
O00004623,C000652,2024-10-20,59.63,0,59.63,27.83
O00005595,C000749,2024-10-20,33.53,0,33.53,13.32
O00005872,C000788,2024-10-20,98.14,0,98.14,40.78
O00006708,C000900,2024-10-20,63.08,0,63.08,20.24
O00008723,C001160,2024-10-20,70.05,0,70.05,32.6
O00009121,C001211,2024-10-20,14.71,0,14.71,5.78
O00010122,C001341,2024-10-20,60.03,0,60.03,28.31
O00010504,C001393,2024-10-20,78.06,0,78.06,32.48
O00011368,C001515,2024-10-20,111.51,0,111.51,44.92
O00011515,C001546,2024-10-20,55.1,0,55.1,23.84
O00015305,C002073,2024-10-20,45.4,0,45.4,20.81
O00015479,C002094,2024-10-20,48.09,0,48.09,18.66
O00015744,C002135,2024-10-20,28.48,0,28.48,12.44
O00017650,C002397,2024-10-20,18.97,0,18.97,7.94
O00018336,C002485,2024-10-20,106.03,1,0.0,0.0
O00018547,C002513,2024-10-20,91.05,0,91.05,39.93
O00018852,C002561,2024-10-20,14.34,0,14.34,6.75
O00019829,C002674,2024-10-20,49.56,0,49.56,21.19
O00020411,C002743,2024-10-20,59.78,0,59.78,25.77
O00021090,C002834,2024-10-20,60.52,0,60.52,23.38
O00022362,C003007,2024-10-20,64.04,0,64.04,28.69
O00022483,C003026,2024-10-20,87.96,0,87.96,41.04
O00022548,C003033,2024-10-20,59.4,0,59.4,23.59
O00023281,C003134,2024-10-20,39.53,0,39.53,16.67
O00023675,C003199,2024-10-20,39.41,0,39.41,16.82
O00024177,C003294,2024-10-20,52.07,0,52.07,21.72
O00024208,C003299,2024-10-20,34.02,0,34.02,13.14
O00024993,C003398,2024-10-20,8.22,0,8.22,4.26
O00024995,C003399,2024-10-20,76.54,1,0.0,0.0
O00027463,C003734,2024-10-20,166.91,0,166.91,70.9
O00027634,C003760,2024-10-20,43.28,0,43.28,17.48
O00028216,C003828,2024-10-20,52.6,0,52.6,21.44
O00028315,C003838,2024-10-20,57.35,0,57.35,30.74
O00028677,C003887,2024-10-20,71.47,1,0.0,0.0
O00028850,C003907,2024-10-20,23.3,0,23.3,11.33
O00029988,C004042,2024-10-20,45.33,0,45.33,16.24
O00030728,C004149,2024-10-20,108.65,0,108.65,55.17
O00030849,C004168,2024-10-20,29.32,0,29.32,16.06
O00030928,C004185,2024-10-20,75.11,0,75.11,35.01
O00031107,C004205,2024-10-20,31.93,0,31.93,13.68
O00032509,C004385,2024-10-20,28.8,0,28.8,10.14
O00032664,C004402,2024-10-20,75.76,0,75.76,37.17
O00033285,C004485,2024-10-20,42.21,0,42.21,13.88
O00033814,C004551,2024-10-20,88.47,0,88.47,36.62
O00034597,C004652,2024-10-20,110.48,0,110.48,45.52
O00036578,C004882,2024-10-20,48.59,0,48.59,23.93
O00036599,C004885,2024-10-20,89.29,0,89.29,41.67
O00037890,C005058,2024-10-20,93.28,0,93.28,34.73
O00038234,C005096,2024-10-20,104.39,0,104.39,44.81
O00038424,C005120,2024-10-20,74.21,0,74.21,35.13
O00039232,C005230,2024-10-20,10.6,0,10.6,4.51
O00040489,C005394,2024-10-20,73.24,0,73.24,19.94
O00041014,C005448,2024-10-20,47.16,0,47.16,19.19
O00041166,C005468,2024-10-20,142.84,1,0.0,0.0
O00041574,C005515,2024-10-20,52.94,1,0.0,0.0
O00041741,C005536,2024-10-20,106.94,0,106.94,44.01
O00041827,C005548,2024-10-20,42.8,0,42.8,20.43
O00042140,C005593,2024-10-20,120.11,0,120.11,50.51
O00042471,C005632,2024-10-20,29.19,0,29.19,16.29
O00043492,C005747,2024-10-20,16.2,0,16.2,7.07
O00044042,C005822,2024-10-20,116.23,0,116.23,46.58
O00045052,C005935,2024-10-20,8.0,0,8.0,3.06
O00046338,C006090,2024-10-20,69.73,0,69.73,26.01
O00046468,C006106,2024-10-20,91.8,0,91.8,28.48
O00046502,C006110,2024-10-20,27.55,0,27.55,12.74
O00046968,C006173,2024-10-20,30.18,0,30.18,12.61
O00048967,C006431,2024-10-20,125.95,0,125.95,44.54
O00050307,C006613,2024-10-20,8.0,0,8.0,4.01
O00051456,C006767,2024-10-20,43.55,0,43.55,17.75
O00051797,C006808,2024-10-20,186.89,0,186.89,83.71
O00052516,C006909,2024-10-20,43.17,0,43.17,15.72
O00053068,C006994,2024-10-20,161.5,0,161.5,61.08
O00054292,C007165,2024-10-20,36.03,0,36.03,16.0
O00056274,C007429,2024-10-20,10.76,0,10.76,4.36
O00056545,C007472,2024-10-20,41.35,0,41.35,19.17
O00057376,C007596,2024-10-20,68.3,0,68.3,30.77
O00059043,C007802,2024-10-20,89.45,1,0.0,0.0
O00059205,C007819,2024-10-20,62.92,0,62.92,28.31
O00060303,C007968,2024-10-20,76.68,0,76.68,28.7
O00060340,C007973,2024-10-20,56.22,0,56.22,23.5
O00060549,C007998,2024-10-20,23.99,0,23.99,11.11
O00001379,C000186,2024-10-21,49.21,0,49.21,25.89
O00001815,C000244,2024-10-21,93.94,1,0.0,0.0
O00001816,C000244,2024-10-21,89.07,0,89.07,41.62
O00002092,C000282,2024-10-21,84.25,0,84.25,33.98
O00003267,C000442,2024-10-21,33.17,1,0.0,0.0
O00003416,C000468,2024-10-21,29.14,0,29.14,15.14
O00003914,C000556,2024-10-21,57.52,0,57.52,26.24
O00004154,C000586,2024-10-21,8.0,0,8.0,3.67
O00005247,C000714,2024-10-21,50.15,0,50.15,27.55
O00007561,C001002,2024-10-21,102.52,0,102.52,35.37
O00009436,C001259,2024-10-21,18.03,0,18.03,8.71
O00009624,C001280,2024-10-21,69.43,0,69.43,30.65
O00010596,C001409,2024-10-21,42.17,0,42.17,19.14
O00010876,C001449,2024-10-21,143.96,0,143.96,55.63
O00011022,C001467,2024-10-21,139.65,0,139.65,57.46
O00012722,C001704,2024-10-21,28.46,0,28.46,14.28
O00012762,C001712,2024-10-21,71.22,0,71.22,32.09
O00013211,C001777,2024-10-21,85.13,0,85.13,41.11
O00013930,C001884,2024-10-21,254.41,0,254.41,121.49
O00014697,C001985,2024-10-21,44.97,0,44.97,12.8
O00015578,C002113,2024-10-21,18.74,0,18.74,8.61
O00015754,C002137,2024-10-21,66.06,0,66.06,33.74
O00015767,C002138,2024-10-21,165.92,0,165.92,66.91
O00017100,C002324,2024-10-21,46.76,0,46.76,19.82
O00017625,C002395,2024-10-21,43.05,0,43.05,19.06
O00017890,C002436,2024-10-21,25.23,0,25.23,12.35
O00017962,C002443,2024-10-21,31.48,1,0.0,0.0
O00018837,C002557,2024-10-21,62.51,0,62.51,24.86
O00019103,C002586,2024-10-21,31.91,0,31.91,14.33
O00019706,C002658,2024-10-21,68.5,0,68.5,28.29
O00019781,C002667,2024-10-21,37.0,0,37.0,19.44
O00019920,C002686,2024-10-21,76.37,0,76.37,40.83
O00020819,C002797,2024-10-21,99.9,0,99.9,48.67
O00020875,C002805,2024-10-21,128.9,0,128.9,67.4
O00022866,C003082,2024-10-21,111.92,0,111.92,42.61
O00023859,C003238,2024-10-21,40.38,0,40.38,10.55
O00024250,C003305,2024-10-21,40.95,0,40.95,19.4
O00025104,C003414,2024-10-21,69.11,0,69.11,27.42
O00025687,C003502,2024-10-21,100.07,0,100.07,52.22
O00027239,C003709,2024-10-21,66.55,0,66.55,25.28
O00027518,C003742,2024-10-21,32.43,0,32.43,16.76
O00028405,C003845,2024-10-21,78.92,0,78.92,37.83
O00029128,C003940,2024-10-21,41.6,0,41.6,19.7
O00029409,C003976,2024-10-21,62.08,0,62.08,25.53
O00032370,C004361,2024-10-21,81.07,0,81.07,34.18
O00034288,C004615,2024-10-21,28.78,0,28.78,13.31
O00034326,C004618,2024-10-21,33.11,0,33.11,11.62
O00034384,C004625,2024-10-21,108.97,0,108.97,50.68
O00034582,C004651,2024-10-21,65.4,0,65.4,25.27
O00035330,C004743,2024-10-21,87.49,0,87.49,29.57
O00035530,C004768,2024-10-21,17.06,0,17.06,6.34
O00035979,C004817,2024-10-21,49.08,0,49.08,19.64
O00037442,C004999,2024-10-21,82.18,0,82.18,48.08
O00037614,C005024,2024-10-21,14.83,0,14.83,7.07
O00038556,C005134,2024-10-21,161.03,0,161.03,74.19
O00038639,C005144,2024-10-21,50.15,0,50.15,21.71
O00038780,C005162,2024-10-21,41.59,0,41.59,19.37
O00039270,C005233,2024-10-21,51.77,0,51.77,13.42
O00039797,C005314,2024-10-21,48.09,0,48.09,21.45
O00039807,C005315,2024-10-21,54.38,0,54.38,19.22
O00040051,C005336,2024-10-21,76.63,0,76.63,29.07
O00041460,C005504,2024-10-21,67.81,0,67.81,28.9
O00041874,C005553,2024-10-21,128.32,1,0.0,0.0
O00042005,C005572,2024-10-21,76.34,0,76.34,25.26
O00042970,C005684,2024-10-21,86.21,0,86.21,35.32
O00043478,C005744,2024-10-21,30.09,0,30.09,11.62
O00044707,C005898,2024-10-21,60.23,0,60.23,20.33
O00047142,C006192,2024-10-21,81.35,0,81.35,43.8
O00047853,C006284,2024-10-21,50.43,0,50.43,16.65
O00048633,C006373,2024-10-21,65.66,0,65.66,34.51
O00049114,C006449,2024-10-21,27.33,0,27.33,14.36
O00049187,C006460,2024-10-21,40.31,0,40.31,17.44
O00049289,C006475,2024-10-21,37.01,1,0.0,0.0
O00049451,C006496,2024-10-21,101.76,0,101.76,39.93
O00049811,C006542,2024-10-21,144.58,0,144.58,64.64
O00050505,C006642,2024-10-21,26.75,0,26.75,11.48
O00050539,C006647,2024-10-21,22.47,0,22.47,10.82
O00050848,C006688,2024-10-21,10.76,0,10.76,4.59
O00051007,C006705,2024-10-21,20.56,0,20.56,7.85
O00051166,C006725,2024-10-21,40.36,0,40.36,16.37
O00051291,C006742,2024-10-21,47.72,0,47.72,14.9
O00051776,C006806,2024-10-21,29.17,0,29.17,15.21
O00051849,C006817,2024-10-21,75.28,0,75.28,34.29
O00051902,C006823,2024-10-21,57.96,0,57.96,27.25
O00052593,C006924,2024-10-21,38.91,0,38.91,14.73
O00055064,C007253,2024-10-21,138.96,0,138.96,54.22
O00055302,C007290,2024-10-21,69.56,0,69.56,38.41
O00055936,C007383,2024-10-21,63.05,0,63.05,26.01
O00056302,C007433,2024-10-21,11.01,0,11.01,4.4
O00056413,C007454,2024-10-21,8.0,0,8.0,3.13
O00056424,C007456,2024-10-21,52.39,0,52.39,25.0
O00056629,C007484,2024-10-21,15.18,0,15.18,6.5
O00057013,C007546,2024-10-21,19.6,0,19.6,7.24
O00057218,C007571,2024-10-21,14.42,1,0.0,0.0
O00058328,C007714,2024-10-21,49.06,0,49.06,18.08
O00058515,C007741,2024-10-21,34.78,0,34.78,15.21
O00059405,C007850,2024-10-21,82.02,0,82.02,28.83
O00059867,C007915,2024-10-21,18.68,0,18.68,6.97
O00060160,C007954,2024-10-21,79.58,0,79.58,30.88
O00000360,C000055,2024-10-22,62.39,0,62.39,32.74
O00001163,C000155,2024-10-22,20.59,0,20.59,8.77
O00001598,C000219,2024-10-22,105.12,0,105.12,51.55
O00001653,C000226,2024-10-22,44.54,1,0.0,0.0
O00002628,C000358,2024-10-22,70.71,0,70.71,34.95
